x_coord,y_coord,Brightness,Total_Pixel_Count,Pixel_Std,Eccentricity,Area,Error
138,257,18.425775597734198,97,1621.1555732591207,0.5700641810632311,97,0.08868918250235656
789,252,18.605665864628598,15,434.8179695765421,0.8408014099484599,15,0.1558061369285376
1113,253,15.176597771663804,16,545.9724695440239,0.7650743509411324,16,0.14962898973710415
1534,253,18.79454439572318,34,1133.8454640435705,0.7635322267377496,34,0.18048401747964155
2258,261,18.455985476554645,49,3091.0613966889746,0.5713075326121922,49,0.33325496386638176
1606,257,17.98463720687151,13,674.2078411126286,0.8676078684905028,13,0.26948889684043864
376,262,18.52474825031989,30,484.37818099313904,0.39795856325311074,30,0.08642161903191609
942,265,15.11271023884548,46,1254.8732981177513,0.6852060396511651,46,0.11880755112588293
1574,267,16.714077600378012,55,2705.5681794317657,0.7909403941174924,55,0.2354467315967823
511,269,17.69578114315855,44,1182.3316192385448,0.8501752343265153,44,0.13707574097791142
1082,270,18.727238866312838,66,2799.291527842579,0.6000246704379443,66,0.22760151218416255
372,274,19.412617134468597,183,6498.691493786752,0.6678928906877467,183,0.19592973587587578
417,271,17.25538573607703,57,1483.7625303724974,0.772339139961345,57,0.12929383652398055
4,270,11.879491828087579,14,1006.5347708340529,0.15761594817651928,14,0.2466148620152446
1867,272,14.57223896705395,50,1686.1897876573682,0.5836910845710809,50,0.14139545359076255
1114,275,11.002315454629336,73,3003.3989627304063,0.672856874630523,73,0.12980352444128365
428,279,18.22653484928616,72,1384.3307147418848,0.6915417998356355,72,0.10097507999944046
2210,292,18.185272098168383,609,58175.338447474496,0.5751836239622573,609,0.44783247447042446
2180,283,17.35601447588043,65,3431.8763305120706,0.6251466411356873,65,0.2619105411652401
703,286,16.76953259053999,53,2449.331321627253,0.7485561033412762,53,0.2223348566799751
1260,288,18.228324689366328,109,1505.0044174153422,0.7972359679883945,109,0.07242688112714432
1839,288,18.881461451643343,34,2935.213072086371,0.6584062711191986,34,0.46602517993120296
593,290,19.263887879040105,38,775.798221760289,0.4060053388715849,38,0.11352244989060822
217,297,17.480818572194305,87,6993.881213030747,0.4806226247959229,87,0.39898171049048786
905,302,15.455597934107589,121,88075.86949311431,0.9138197189286528,121,1.744435778676034
205,301,15.42040673250006,25,1040.9534091399098,0.5986986603407696,25,0.18525228171727262
752,306,18.37970172268396,209,12825.956446389497,0.5649221714072915,209,0.3159868555667958
1994,302,18.235821490156738,77,5163.686011938273,0.7525045305491914,77,0.34784235597976315
897,309,15.353465325402244,29,748.6174335607964,0.5630078974567082,29,0.11439989457820969
1486,307,14.585887855527893,21,878.8004605330532,0.8718545513735185,21,0.1760435774971348
1505,313,17.51067241489997,47,1879.187191254148,0.7241817106861103,47,0.20132416815437032
2097,318,17.80279059105468,113,9653.70198105738,0.5082891512474876,113,0.4284616789088799
1804,318,18.24576724939525,20,1307.822617941745,0.5632872514939379,20,0.34328212525117746
1464,335,16.042564117307293,1056,291927.7476669847,0.7519679469721484,1056,1.0139558911426767
984,323,15.471750871801033,116,5329.07376565217,0.6164711827280682,116,0.20260250317509546
2188,320,14.79855556173884,36,2623.781316165989,0.5634312262661777,36,0.3095111485781957
2223,322,15.993111684302452,22,781.923882918079,0.8026374594504334,22,0.1640310080029942
1668,335,19.131625149620124,420,23873.768860945485,0.8459169177705019,420,0.29774842307382265
2259,331,18.02154270725832,157,24402.12332697761,0.47819071870553165,157,0.7699824169152854
25,330,14.428381837780249,85,2451.657443741537,0.6287249910466406,85,0.11935449495648776
441,328,18.96104212984568,12,314.7971127920684,0.7453559924999299,12,0.1438388634842083
940,332,18.968910338733224,94,3428.6004493371797,0.6331774848079265,94,0.1983628000012731
1185,328,19.073666069616433,12,476.09522856952333,0.8755989883658383,12,0.21852154699857537
1982,340,17.818493957054827,409,20214.04680269417,0.5609901489390493,409,0.2423590700325467
972,335,16.106776285050454,77,1447.398955907161,0.7361067333219949,77,0.08721048031936589
632,334,16.874847059276025,24,608.147802758507,0.850962682554104,24,0.12353473644847987
1924,334,18.723479926147608,17,894.7752999330291,0.7174133158328229,17,0.2841855639623554
138,340,17.08193637783322,155,8498.202784843423,0.1566828316988698,155,0.265135675363452
2297,336,15.268633899332853,13,985.1561015284321,0.758170698004264,13,0.33382130155196665
1580,339,16.971232497171236,24,1248.3252669966357,0.5923247486440112,24,0.254112561181865
1002,342,17.19558491224891,31,678.6931188952752,0.5631317418895447,31,0.10867220235513587
918,342,16.34683522011948,24,697.9011192298105,0.836530270267832,24,0.13730757634752333
82,347,18.80801538728779,145,5949.320088252534,0.684706871072105,145,0.21915382746138978
2228,348,17.557374841827887,62,3694.293487318983,0.5707692741655558,62,0.29891744104605245
1263,347,17.324264522989438,11,221.93737483152188,0.412847335195895,11,0.10107257404166935
434,349,19.301283434034218,45,1603.329868326124,0.655584982042303,45,0.19778432382203867
1831,348,18.63079782704844,24,572.7613425813194,0.5849866175853743,24,0.12841774305359333
943,349,19.346879607490507,17,586.2318825082821,0.7586758345770496,17,0.19279522766302193
1002,351,16.7827745002062,42,1086.6041674777643,0.7606481027420626,42,0.12523766912132578
1161,370,18.02969365824849,1565,52387.11359553414,0.8855543775735899,1565,0.15836734802896602
2147,359,12.794649114655668,288,6062.108735942377,0.572656415507536,288,0.07634305028600291
881,369,15.477399534557073,878,182942.49297315764,0.34055644156573317,878,0.7857335279143892
1776,356,14.042881115415803,24,1017.8613199580121,0.6128848309528394,24,0.17169616226006693
1104,359,16.576655645462726,37,1327.9542090374273,0.6616710991057008,37,0.17139306453141065
1124,359,17.72795255008588,26,880.7020464802816,0.7296711327955326,26,0.1729996353507071
1385,361,17.47818157680609,71,3368.681975245979,0.5121665624108057,71,0.23688387729774224
1439,360,16.217156355798792,30,1355.1711659007838,0.5472179029210137,30,0.2108633585957472
320,367,18.323917410003002,274,7682.721679073326,0.9511443914343903,274,0.14620209381832036
814,360,19.955855288430925,19,515.8968738881199,0.8034701543441249,19,0.156525677087334
788,364,9.438001389804704,12,632.620212555158,0.8154723390211899,12,0.14375034176752446
1034,366,18.263707348436775,38,646.5174124050614,0.6519823703902954,38,0.08975838128052731
1977,369,12.587768004025497,145,6472.763975609468,0.48333811761059614,145,0.15932367860934993
2281,368,19.034683292536585,97,11074.595521197385,0.44231652478331107,97,0.610999122749525
2182,367,18.55868076364362,26,786.3856349552078,0.32618870843508996,26,0.16214065055270402
700,368,18.59195680630326,17,662.4897988376982,0.9547355009479064,17,0.20919497477168075
935,372,16.977790178064055,45,844.3274772793368,0.5253025309077032,45,0.09193403720264695
663,378,18.879894844610995,193,2154.079258339104,0.8842866813700194,193,0.06053993325731492
566,378,17.981711605695615,223,12012.074870286833,0.5497392997282952,223,0.2727288024974165
681,373,18.915713734937945,34,1746.9820739727145,0.7425034384155408,34,0.27963116404769245
772,373,19.13809570221376,38,926.2746701399841,0.7452867089548989,38,0.13451147883112777
1529,374,18.76227410724406,28,760.8651761820425,0.7808954701413219,28,0.14714191028751095
138,378,17.93367440125753,109,2815.3423736289656,0.6765778476969291,109,0.13277922597632982
1605,376,18.470777301631884,94,10699.385937457348,0.5969462437064869,94,0.5910486292374696
1576,377,18.451674239236052,125,17832.612353774755,0.5187708918776361,125,0.7290987881347581
89,382,19.089471186302152,119,2531.8523081815374,0.7875458097625667,119,0.11645131695171057
1925,377,18.369110433573315,18,1072.3805294763608,0.509946550595549,18,0.31571427337188024
1797,382,19.353433073469446,27,1918.5757177230425,0.5969848083994045,27,0.3952463887990347
687,393,17.666996317831558,229,9249.86269925111,0.44925705844755165,229,0.2022586337576728
600,388,19.73276480654163,17,591.2276828856889,0.8953425908953629,17,0.1982591012575389
926,388,19.718209876363854,11,739.8905436136656,0.8635474486357856,11,0.3829116565053726
356,389,15.071580131119024,17,439.329467055008,0.6254326039380111,17,0.11261632197226629
521,392,15.057258453647654,37,1033.860622475595,0.5968848911547738,37,0.12136202227850687
1737,394,16.040626600652725,87,4661.6016338351965,0.7496409127290367,87,0.2457860919091703
297,394,14.273864905442524,69,2764.9446892543037,0.6741033306851161,69,0.1640770901878999
798,392,12.496997235688205,17,461.6054427485518,0.8056271775257967,17,0.09808681803045777
14,393,18.270231538221054,23,1054.381442763054,0.7996000123483203,23,0.24151289556416597
1273,392,16.946879332523405,16,566.2375826453062,0.8366941805082795,16,0.17329986250505225
1922,399,14.623986998129318,56,2742.8007574189487,0.5415175770445375,56,0.2052379697339471
2205,399,18.104893917641874,121,9472.123173291875,0.5903885557270414,121,0.3984761570356757
1411,400,16.318050013642427,58,3503.8627402138936,0.5873121910132563,58,0.2821245488113199
703,402,16.262181293052812,64,1362.1406851326885,0.5128902798939556,64,0.0996691943193038
1763,401,19.784210459022866,63,5550.257337545309,0.6755665009910415,63,0.4955165534053497
2262,399,18.67683538247788,15,1244.079311512467,0.7136350202255591,15,0.4462008776714822
1455,405,16.866238595467173,46,1981.3783367700253,0.4867889950841822,46,0.20873714709648564
1187,407,18.471028087033154,61,2064.916627187961,0.6598252632736551,61,0.17971772347744214
1996,407,18.332238216111598,88,4879.472942680091,0.9233561415380519,88,0.29052934260806546
528,408,17.470789188535647,13,413.528617098942,0.7191463814183636,13,0.16063035090740363
298,409,16.775972503158904,10,417.2529209005013,0.9173959719229172,10,0.20223105561175128
1539,412,18.522333410650468,24,920.3618702565975,0.6041947297155401,24,0.20483327629128903
1131,417,16.96667205396548,13,705.3472853137015,0.5215361924162117,13,0.26593031585423743
364,421,17.533374233485524,97,1214.601007053082,0.8357982606720145,97,0.06328561961870058
2031,418,16.68428313949459,25,1742.4121211699603,0.5911537620745404,25,0.33451351677448904
2276,427,16.24229959395022,410,34963.89329557415,0.3277033796284516,410,0.371338093109231
276,425,16.577027710732523,120,8747.691600264228,0.5375554621008293,120,0.3417340093569802
1443,432,18.114737810248258,324,13909.181910212052,0.5159200765274667,324,0.21704849839474744
1669,426,16.915914695869407,82,3989.535687642664,0.34117472310807595,82,0.23505501504054196
1503,425,18.201975821570144,35,2082.8473446761504,0.692264422888431,35,0.31138400702912344
929,429,15.999903915480449,65,1503.7263379379522,0.48381297547047203,65,0.10645362318396398
1986,428,18.42479587478752,64,7628.513534758918,0.5373265858948285,64,0.621018189114855
1270,428,17.89759724400488,23,1163.106459083037,0.7911738606771282,23,0.26085902377876014
649,429,19.393778912365114,10,539.3514624064719,0.3651483716701108,10,0.3022353439270687
1643,447,18.16950950832333,1219,561120.7352721249,0.2797830223232187,1219,1.547172326270402
691,432,18.771268972913397,34,927.716249424557,0.6740910271601738,34,0.14771495307985932
1119,443,18.2063495043082,563,36811.73452403471,0.725553218129768,563,0.3231615407261964
1237,434,19.36287566133987,23,539.5860627301521,0.6377897742718195,23,0.13119616556878635
1607,434,18.534936899720172,19,1362.4972998016397,0.6174951192389653,19,0.3829060312322792
1206,434,16.207487803952965,19,660.0595960669846,0.8850855804388714,19,0.16259454142621435
472,437,16.147947254882585,65,1819.2501218681173,0.7867095656080202,65,0.13006107446414372
1415,436,13.242594298231293,16,1013.9457270978561,0.7381892616323589,16,0.24171071455747065
2216,439,14.941698704305164,28,1554.306066043228,0.6679073884819651,28,0.23872836632770456
1365,438,18.96658532773556,19,855.5505589985726,0.7127292632541131,19,0.24636937749663376
1554,439,16.689622102288567,11,351.1492348332357,0.8788294082293895,11,0.15398991094840742
850,441,17.49005401066166,32,871.9534014928779,0.24100685453676027,32,0.13750225033486838
1086,443,18.508890680135202,45,1608.2871803011385,0.7083714324422455,45,0.19062983722771537
1252,444,18.085848106114963,27,467.72367066331526,0.9810586029921565,27,0.09058197889696916
2219,445,14.39131007531864,13,997.0370305242863,0.8903292103300158,13,0.3185195583122433
1242,449,19.27329118912337,33,649.319768385471,0.6906605978052457,33,0.10942430046208543
2227,447,15.093046544284082,11,837.0550501757893,0.9292663377876254,11,0.3313238790598525
177,450,19.370520752785136,12,481.31763593978843,0.9018323405915627,12,0.2245513789897195
413,452,18.613557869531437,23,551.8485861210307,0.5296867256294958,23,0.12897386578836695
2283,454,16.583128103276238,16,1098.2229964811336,0.7241550446336348,16,0.32846323696227914
1515,454,17.59434665803336,11,356.2894171320986,0.5971474240108929,11,0.1647441464248191
252,464,17.72858769105995,106,1646.429408471803,0.8737174518312889,106,0.07927449251828442
828,460,17.80254205744606,55,1719.2868019728462,0.47979724341129365,55,0.16001001432898138
855,459,14.223766439911863,12,613.052471924984,0.677058509970708,12,0.20998687993237003
2008,459,18.661814849978704,11,627.8653327211639,0.5917327887027962,11,0.3076082694064907
2024,468,18.215697639537193,194,6587.264643142622,0.6136517006663857,194,0.17529359492533414
2156,468,16.77925090211739,153,7537.070757375949,0.7702980656846524,153,0.23340605227658673
186,465,14.434234870680054,11,339.66439440489825,0.8003960757323106,11,0.12896324397105519
1559,470,18.56075294066082,69,6067.016338413603,0.49896318701606557,69,0.46376590769129955
965,483,18.116727220389343,533,6952.875932208963,0.7118280792644552,533,0.06726389999596301
1181,479,17.045272704306853,441,66325.47303535008,0.4336280716929956,441,0.6804668409339122
1212,472,15.66014854380836,31,909.688858312888,0.6505000748446274,31,0.13249500232354225
1909,476,16.887585297390345,50,4029.937964783081,0.5341331757325657,50,0.38871328034878877
