Error
0.138328522
0.458973926
0.136570273
0.358285843
0.447118375
0.229849065
0.11055923
2.202892632
0.221814246
0.469530086
0.450595205
0.286314021
0.327118601
0.701055008
0.287904022
0.252896699
0.36848039
0.150870192
0.408000323
0.190958109
0.198823114
0.227781261
0.313088067
0.220786985
0.207109467
0.320166882
0.36259056
0.278042935
0.475336848
0.393429763
0.235503843
0.197841663
0.186440437
0.279039606
0.11298687
0.354359934
0.178127257
0.295304035
0.343305989
0.226691997
0.110548987
0.25105652
0.099731553
0.287992363
0.106260356
0.180577996
0.26295001
0.253981155
0.355798554
0.149366759
0.430188136
0.226312276
0.250374367
0.182624617
0.168561998
0.157687416
0.182071362
0.13288475
0.129567651
0.43877801
0.166295595
0.311545408
0.24785288
0.190651337
0.576401798
0.473711031
0.16327803
0.210595483
0.113170925
0.321923507
0.156832484
0.28622267
0.084307695
0.424982274
0.237592904
0.161128452
0.062987087
0.57122349
0.221922474
0.150241142
0.306518847
0.526047718
0.120942744
0.423624082
0.17461002
0.283934504
0.277985524
0.106197243
0.318022717
0.284789667
0.13526406
0.214919011
0.309781201
0.234856825
0.208638289
0.276727698
0.048186719
0.290862622
0.269573274
0.119057385
0.227140072
0.1329179
0.339264099
0.27460226
0.147713501
0.287441341
0.13309542
1.60733082
0.303135711
0.25256256
0.340091618
0.199397197
0.337530663
0.370456657
0.115398355
0.153477767
0.211949257
0.581340109
0.073426782
0.149738372
0.19075998
0.152968112
0.205940633
0.188823292
0.133145066
0.110485104
0.117505362
0.361370192
0.134012695
0.320136498
0.759588377
0.186216429
0.158173368
0.158076108
0.225329667
0.533899555
0.175836165
0.204719139
0.15861329
0.067866201
1.683015318
0.080155841
0.358032469
0.274199986
0.099237737
0.153346929
0.223124742
0.163362734
0.117171536
0.573211189
0.098954896
0.225770793
0.102603499
0.334387628
0.203255273
0.174515229
0.140169075
0.400782601
0.084665912
0.302634058
0.13791395
0.146900466
0.310290835
0.253249216
0.175201007
0.13720349
0.115780826
0.29485819
0.258453585
0.187925803
0.088689183
0.155806137
0.14962899
0.180484017
0.333254964
0.269488897
0.086421619
0.118807551
0.235446732
0.137075741
0.227601512
0.195929736
0.129293837
0.246614862
0.141395454
0.129803524
0.10097508
0.447832474
0.261910541
0.222334857
0.072426881
0.46602518
0.11352245
0.39898171
1.744435779
0.185252282
0.315986856
0.347842356
0.114399895
0.176043577
0.201324168
0.428461679
0.343282125
1.013955891
0.202602503
0.309511149
0.164031008
0.297748423
0.769982417
0.119354495
0.143838863
0.1983628
0.218521547
0.24235907
0.08721048
0.123534736
0.284185564
0.265135675
0.333821302
0.254112561
0.108672202
0.137307576
0.219153827
0.298917441
0.101072574
0.197784324
0.128417743
0.192795228
0.125237669
0.158367348
0.07634305
0.785733528
0.171696162
0.171393065
0.172999635
0.236883877
0.210863359
0.146202094
0.156525677
0.143750342
0.089758381
0.159323679
0.610999123
0.162140651
0.209194975
0.091934037
0.060539933
0.272728802
0.279631164
0.134511479
0.14714191
0.132779226
0.591048629
0.729098788
0.116451317
0.315714273
0.395246389
0.202258634
0.198259101
0.382911657
0.112616322
0.121362022
0.245786092
0.16407709
0.098086818
0.241512896
0.173299863
0.20523797
0.398476157
0.282124549
0.099669194
0.495516553
0.446200878
0.208737147
0.179717723
0.290529343
0.160630351
0.202231056
0.204833276
0.265930316
0.06328562
0.334513517
0.371338093
0.341734009
0.217048498
0.235055015
0.311384007
0.106453623
0.621018189
0.260859024
0.302235344
1.547172326
0.147714953
0.323161541
0.131196166
0.382906031
0.162594541
0.130061074
0.241710715
0.238728366
0.246369377
0.153989911
0.13750225
0.190629837
0.090581979
0.318519558
0.1094243
0.331323879
0.224551379
