x_coord,y_coord,Brightness,Total_Pixel_Count,Eccentricity,Area
347,82,11882.72111553786,145,0.684706871072105,145
348,2228,2718.748031496056,62,0.5707692741655558,62
347,1263,-3302.434782608696,11,0.412847335195895,11
349,434,1100.747081712063,45,0.655584982042303,45
348,1831,425.70078740157624,24,0.5849866175853743,24
349,943,226.44000000000233,17,0.7586758345770496,17
351,1002,1651.375,42,0.7606481027420626,42
370,1161,233455.04780876497,1565,0.8855543775735899,1565
359,2147,19548.09375,288,0.572656415507536,288
369,881,523689.4418604651,878,0.34055644156573317,878
356,1776,675.1279069767479,24,0.6128848309528394,24
359,1104,701.2795275590543,37,0.6616710991057008,37
359,1124,1505.2000000000044,26,0.7296711327955326,26
361,1385,2583.372093023252,71,0.5121665624108057,71
360,1439,674.0158730158728,30,0.5472179029210137,30
367,320,-358408.8149606299,274,0.9511443914343903,274
360,814,369.33070866142225,19,0.8034701543441249,19
364,788,259.6837944664003,12,0.8154723390211899,12
366,1034,1341.7529880478105,38,0.6519823703902954,38
369,1977,8664.845559845562,145,0.48333811761059614,145
368,2281,8950.294117647049,97,0.44231652478331107,97
367,2182,586.2992125984238,26,0.32618870843508996,26
368,700,-9759.860465116275,17,0.9547355009479064,17
372,935,669.3779527559091,45,0.5253025309077032,45
378,663,9519.49411764706,193,0.8842866813700194,193
378,566,19303.891050583654,223,0.5497392997282952,223
373,681,1305.3622047244062,34,0.7425034384155408,34
373,772,997.4330708661437,38,0.7452867089548989,38
374,1529,663.2741935483864,28,0.7808954701413219,28
378,138,5046.314960629912,109,0.6765778476969291,109
376,1605,8536.889328063233,94,0.5969462437064869,94
377,1576,15870.031007751939,125,0.5187708918776361,125
382,89,5281.476190476184,119,0.7875458097625667,119
377,1925,293.3255813953492,18,0.509946550595549,18
382,1797,815.4229249011878,27,0.5969848083994045,27
393,687,22317.588461538457,229,0.44925705844755165,229
388,600,343.22834645669354,17,0.8953425908953629,17
388,926,340.75,11,0.8635474486357856,11
389,356,309.4094488189003,17,0.6254326039380111,17
392,521,983.1106870228978,37,0.5968848911547738,37
394,1737,4756.521739130432,87,0.7496409127290367,87
394,297,2344.5590551181085,69,0.6741033306851161,69
392,798,-3070.0390625,17,0.8056271775257967,17
393,14,-9023.571428571428,23,0.7996000123483203,23
392,1273,427.1771653543292,16,0.8366941805082795,16
399,1922,1937.4274509803945,56,0.5415175770445375,56
399,2205,10293.105882352946,121,0.5903885557270414,121
400,1411,2145.3937007874047,58,0.5873121910132563,58
402,703,1744.881889763783,64,0.5128902798939556,64
401,1763,3812.992156862747,63,0.6755665009910415,63
399,2262,395.17898832685023,15,0.7136350202255591,15
405,1455,1250.403162055336,46,0.4867889950841822,46
407,1187,1549.8661417322728,61,0.6598252632736551,61
407,1996,-21887.95617529881,88,0.9233561415380519,88
408,528,250.89189189188983,13,0.7191463814183636,13
409,298,-3201.20472440945,10,0.9173959719229172,10
412,1539,465.24409448818915,24,0.6041947297155401,24
417,1131,240.57370517928211,13,0.5215361924162117,13
421,364,2552.0559999999823,97,0.8357982606720145,97
418,2031,809.32421875,25,0.5911537620745404,25
427,2276,100494.05118110235,410,0.3277033796284516,410
425,276,8492.590551181114,120,0.5375554621008293,120
432,1443,31830.800000000047,324,0.5159200765274667,324
426,1669,3085.586614173226,82,0.34117472310807595,82
425,1503,1068.609375,35,0.692264422888431,35
429,929,1345.0157480314956,65,0.48381297547047203,65
428,1986,4296.724000000002,64,0.5373265858948285,64
428,1270,617.2101167315195,23,0.7911738606771282,23
429,649,137.29600000000028,10,0.3651483716701108,10
447,1643,2212072.94488189,1219,0.2797830223232187,1219
432,691,652.4046692607008,34,0.6740910271601738,34
443,1119,121588.58333333326,563,0.725553218129768,563
434,1237,320.7204724409421,23,0.6377897742718195,23
434,1607,497.1960784313742,19,0.6174951192389653,19
434,1206,482.18897637794726,19,0.8850855804388714,19
437,472,2132.4749034748966,65,0.7867095656080202,65
436,1415,369.86399999999776,16,0.7381892616323589,16
439,2216,845.8928571428551,28,0.6679073884819651,28
438,1365,357.8611111111095,19,0.7127292632541131,19
439,1554,291.58267716535556,11,0.8788294082293895,11
441,850,412.1832669322721,32,0.24100685453676027,32
443,1086,884.1587301587278,45,0.7083714324422455,45
444,1252,-46307.81640625,27,0.9810586029921565,27
445,2219,539.1245136186772,13,0.8903292103300158,13
449,1242,548.6941176470573,33,0.6906605978052457,33
447,2227,-2923.466403162056,11,0.9292663377876254,11
450,177,-6484.476190476191,12,0.9018323405915627,12
452,413,304.93798449612586,23,0.5296867256294958,23
454,2283,592.0465116279083,16,0.7241550446336348,16
454,1515,239.12598425196848,11,0.5971474240108929,11
464,252,-2980.8571428571304,106,0.8737174518312889,106
460,828,1130.320158102768,55,0.47979724341129365,55
459,855,168.61417322834677,12,0.677058509970708,12
459,2008,170.88976377952713,11,0.5917327887027962,11
468,2024,12341.5,194,0.6136517006663857,194
468,2156,12505.372093023267,153,0.7702980656846524,153
465,186,-3136.533596837944,11,0.8003960757323106,11
470,1559,5055.328244274817,69,0.49896318701606557,69
483,965,25730.84435797669,533,0.7118280792644552,533
479,1181,132190.7619047619,441,0.4336280716929956,441
472,1212,648.4961240310076,31,0.6505000748446274,31
476,1909,2194.0588235294126,50,0.5341331757325657,50
479,1691,18638.252918287937,134,0.46346085940050524,134
478,922,755.1660079051362,38,0.6220615104216211,38
485,1085,3915.4347826087032,112,0.49422424549242744,112
482,593,4122.185039370088,89,0.7893438507392567,89
482,1205,-251.62645914396853,44,0.9062271336300857,44
483,231,160.8110236220473,10,0.8169207352818889,10
484,2050,445.9291338582698,19,0.7524692988169687,19
491,741,2363.222222222219,47,0.5616204271064605,47
491,54,-1094.6666666666715,50,0.8068397260749146,50
491,949,539.0,42,0.5531516631646352,42
490,2178,612.4980544747086,21,0.7285570514148071,21
494,180,1354.2047244094501,44,0.5561451336944042,44
494,2048,2568.0944881889736,52,0.5716200115111304,52
493,164,514.1225296442681,13,0.6215097926168837,13
497,1761,2154.423999999999,68,0.6689557664995996,68
503,459,1278.3515625,42,0.5839771189232259,42
505,1646,2794.388235294129,79,0.7380892987489992,79
505,374,4198.364705882355,89,0.7196484982450895,89
509,880,3084.529411764699,100,0.8217233396564784,100
505,1015,748.350194552535,44,0.5156770431683697,44
507,1059,2257.533073929968,68,0.5434338988773619,68
516,79,690.573122529644,18,0.6137122802483158,18
523,981,5248.5390625,197,0.7575143082342319,197
518,1212,562.4470588235272,26,0.7314201396837808,26
518,1220,914.0313725490196,17,0.861561357748208,17
522,871,230.403162055336,12,0.8665681586129232,12
527,1579,711.5348837209312,26,0.6805367820135901,26
531,1154,408.782608695652,13,0.8701908028987414,13
535,1190,687.796875,38,0.5723524081264996,38
535,316,237.05533596837995,22,0.5115999695398796,22
535,67,-1996.3426294820674,18,0.7854572720612693,18
536,1455,508.18897637795453,21,0.7563857691236547,21
540,955,4335.157480314956,103,0.5552264464518089,103
542,974,4579.5320000000065,115,0.40178001904130556,115
543,55,-4584.292000000001,29,0.6357689381627832,29
563,309,66521.53784860554,670,0.7810431660487397,670
551,482,13909.788235294109,249,0.8149061629693476,249
547,1774,341.48046875,15,0.4239564862414908,15
549,2061,2780.6809338521416,62,0.576919508759842,62
551,353,1330.3882352941146,47,0.8025156728204508,47
548,1328,520.5275590551173,12,0.645460725553083,12
549,162,-2987.6349206349187,16,0.8727312907500105,16
550,1093,768.5298804780905,31,0.7653023337710725,31
559,793,23092.766798418947,273,0.28196519850068424,273
555,557,257.44444444444525,15,0.6722167817288146,15
568,1193,12099.888888888876,369,0.812131537853581,369
558,822,235.39199999999983,16,0.3309348321372084,16
560,501,472.6904761904734,19,0.7655007046935334,19
569,577,3067.24705882353,112,0.6968538561825025,112
570,1450,1208.5408560311334,67,0.27667338295007016,67
574,726,-45724.40392156865,76,0.9173145092106418,76
570,422,-2967.9842519685044,13,0.9203813219362312,13
572,608,1067.984435797669,57,0.33754239694401766,57
574,152,997.6614173228372,37,0.736942715461953,37
584,84,26945.9453125,233,0.4666816263021744,233
575,1439,452.1411764705881,26,0.561693455107624,26
577,271,681.9003984063747,25,0.7543991086722364,25
577,338,2560.351778656128,83,0.6796336393030445,83
582,1741,22197.6015625,176,0.3753716069554441,176
582,409,496.2480620155038,18,0.5948998664895714,18
586,2284,746.9802371541482,11,0.7490953486454259,11
590,1386,2003.9686274509804,54,0.5496384987662362,54
593,520,7176.9609375,110,0.5908491420494539,110
594,639,2317.2125984251907,87,0.8023495280125359,87
595,910,7083.996015936253,100,0.547062734958567,100
597,2158,782.4000000000015,31,0.7637023645309301,31
604,965,1726.6141732283431,72,0.6315487147212624,72
605,865,710.0677290836611,37,0.2467956458033255,37
606,559,598.568627450979,21,0.8345956848740589,21
606,670,648.2480916030545,37,0.6503600738094164,37
617,1969,141174.7960784313,552,0.7177981863830959,552
609,1714,913.5171102661589,28,0.5323446025051737,28
612,687,1620.9133858267742,59,0.8462881380526801,59
609,815,408.79527559054986,22,0.6779138642638789,22
609,1426,288.119999999999,10,0.7637626158259734,10
616,645,1338.9243027888442,54,0.3679531545526308,54
621,1649,-95148.44705882354,233,0.8637055193674724,233
628,150,43019.20158102759,572,0.3524215692111553,572
615,993,150.765625,10,0.665216234693733,10
617,1903,1208.581027667984,40,0.6416676400757338,40
626,881,61980.14173228346,402,0.4897755090953201,402
619,865,168.33858267717005,14,0.9027662711492321,14
622,838,1141.276679841896,52,0.4605018188715315,52
621,1895,439.02400000000125,18,0.6357762941078199,18
634,58,58116.703125,446,0.40431744211146947,446
628,280,4171.937007874018,106,0.5966210260303375,106
626,336,372.9360000000015,20,0.673433966634854,20
626,1456,754.270916334659,28,0.6950620843924584,28
627,1933,492.92913385826614,17,0.856608554900016,17
631,211,5739.431372549036,126,0.7993278789834546,126
634,1117,8657.17716535434,138,0.6381401881317261,138
639,1730,13887.859922178963,171,0.8723853281088416,171
636,650,826.8759689922517,39,0.6791336174297908,39
637,939,175.63999999999942,13,0.6288337719646374,13
642,443,888.921875,36,0.5806335072402127,36
642,1813,1042.959677419356,35,0.6002690529787114,35
644,262,3327.9140625,68,0.6603616556889725,68
643,1169,218.37692307692487,15,0.6426245711184935,15
643,1970,490.70817120622814,14,0.8540767036911658,14
645,752,473.68076923077024,14,0.7882424781962515,14
647,94,1126.3774319066142,24,0.6740247199671581,24
646,784,-3231.6338582677163,10,0.8078218612440422,10
652,807,-17158.727272727294,92,0.8888757881676373,92
654,846,-14983.523809523816,46,0.8913659258022252,46
653,734,516.9370078740176,22,0.741888236754141,22
654,903,268.42023346303176,21,0.38767127484640995,21
662,1222,32955.494163424126,304,0.4693340058989984,304
656,1450,477.3240000000005,16,0.5773502691896258,16
657,864,-3161.040000000001,11,0.8886915816371432,11
663,1072,5487.0546875,117,0.4609413030644767,117
663,1353,11215.97609561753,113,0.4861624319009406,113
662,1376,2731.315789473687,46,0.769469582797126,46
661,1903,390.97297297297337,16,0.6616801792152627,16
661,56,601.4881889763783,14,0.45991774936559554,14
669,217,5751.745019920316,123,0.581940194163934,123
670,379,4970.77906976745,102,0.5243298464933543,102
666,596,194.84375,15,0.5526820968472154,15
670,808,1603.8515625,60,0.3777067815092395,60
669,1481,740.3464566929106,27,0.6039687122071427,27
670,827,383.16600790513985,24,0.6864353424194888,24
697,1738,517063.16800000006,931,0.6095722248005673,931
681,705,3504.7035573122557,95,0.6814655979488101,95
680,913,2139.135135135133,52,0.7214699311697648,52
682,518,4115.444444444438,89,0.525288750761292,89
684,941,1140.125984251972,54,0.6256908452858677,54
683,847,370.3700787401576,14,0.6665001597579894,14
689,186,8741.30859375,178,0.5807481619698485,178
689,985,3353.4703557312314,95,0.5465238301784965,95
689,1822,2333.639215686271,57,0.8756471045936923,57
688,995,230.62890625,17,0.7166555818212633,17
689,211,526.1176470588252,12,0.9407488932989656,12
703,1203,59357.89883268485,524,0.8239674325902723,524
709,127,141284.14285714284,776,0.5398588551917199,776
691,925,1216.5546875,53,0.6363922499359861,53
693,1856,3115.015625,91,0.5127370794835827,91
692,70,-10508.941860465115,13,0.41520138452340694,13
694,820,896.4724409448827,47,0.7464143173975584,47
713,80,1198457.76171875,1384,0.5550234832935486,1384
699,453,5844.039370078739,109,0.8535108685058819,109
704,479,1442.0790513834,50,0.603912292774754,50
703,1077,165.8267716535429,11,0.7705145547990788,11
706,2280,3674.5525291828817,73,0.6430145273333628,73
718,2211,12030.454901960795,176,0.7325276085034388,176
715,2256,5440.238095238092,69,0.2234439212292417,69
723,1603,103063.38132295734,757,0.8718064987611024,757
716,248,446.11023622046923,17,0.7908592330878964,17
717,828,225.6692913385832,11,0.7142269716988341,11
720,1667,906.4881889763783,32,0.2787257294453251,32
725,108,2789.0438247011916,72,0.6190708571336755,72
724,518,875.5607843137259,43,0.5687012451182646,43
734,375,6097.172413793101,113,0.7882740062720783,113
731,1024,1505.857142857145,43,0.7128587073309617,43
731,1941,629.6533864541852,20,0.4986635866261882,20
733,2293,212.1984435797658,11,0.44820139554935684,11
739,1578,2338.031496062991,61,0.4071946131914949,61
737,1040,318.4980237154159,19,0.7954517602318477,19
740,195,349.33203125,16,0.44881771586228725,16
746,1752,12996.446640316193,164,0.7339927980340295,164
746,24,-9938.125,11,0.779543476589594,11
747,664,503.0433070866129,23,0.7765165088607737,23
750,940,3362.2677165354253,70,0.6187531902967374,70
752,675,1927.5647058823524,78,0.6508359753993216,78
753,706,7029.282352941169,143,0.762398958365239,143
753,734,7763.433070866129,127,0.6911587302224049,127
750,791,301.49800796812633,12,0.8529931106920167,12
754,859,169.6862745098042,10,0.7416054687534602,10
759,618,-90730.75390625,209,0.9397927518162819,209
760,925,233.0,15,0.6601884647078374,15
765,267,258.5234375,15,0.4163180066897228,15
780,974,112134.82400000002,544,0.7572933077788586,544
771,503,-2827.968992248061,17,0.8158087234449777,17
775,571,2253.1176470588252,69,0.7526135497538015,69
775,109,-5279.823529411762,42,0.8488375132724321,42
775,339,314.45600000000195,13,0.863051176143066,13
776,805,1145.503937007874,41,0.6339798510513464,41
777,2243,241.70866141732222,11,0.5732124463875224,11
781,742,4975.296875,109,0.6196695867148311,109
780,2261,1233.6640625,31,0.6535880809464221,31
786,1958,10435.011952191242,195,0.27715070463523706,195
782,446,41.88188976377933,10,0.7689147674392868,10
796,904,53675.100386100414,331,0.61226505268325,331
788,2191,770.4202334630354,19,0.7218911815673164,19
790,263,285.5833333333321,15,0.7017776631115061,15
797,444,21392.600000000006,170,0.524683594421311,170
809,77,233560.8412698413,562,0.579186650635611,562
797,760,1369.6403162055358,53,0.6354882356987728,53
798,1061,2340.1206225680944,70,0.6131643949771395,70
796,2104,428.5725806451628,17,0.5224595877306422,17
796,250,314.35483870967437,10,0.9179944712249501,10
796,932,442.84189723320014,24,0.7040503610262119,24
800,1260,268.20472440945014,12,0.8444628270204269,12
810,1921,47223.87301587302,186,0.4095980363430052,186
811,180,1281.2093023255802,44,0.6802493602437202,44
811,1126,490.3858267716532,17,0.514869453245771,17
815,524,1042.6719999999987,34,0.7204739800032894,34
824,2009,59351.334630350175,228,0.6375731919388554,228
819,2218,4158.706349206346,78,0.6819858275616141,78
826,1810,5956.8571428571595,135,0.6203110566146246,135
823,581,611.0,29,0.6490112977798337,29
827,638,701.7999999999956,26,0.7739625335074833,26
826,1116,415.1633466135463,23,0.5920860960464731,23
832,2,1904.34965034965,40,0.7404172418748964,40
833,867,876.8294573643434,38,0.6826056499499771,38
830,1252,158.85271317829393,10,0.8500612866300704,10
832,1653,281.2479999999996,19,0.5835972940076523,19
834,2294,3329.4431372549006,56,0.5357287844058717,56
834,850,1088.10546875,50,0.7523034408231252,50
846,1329,9656.921259842522,180,0.8134511157665292,180
845,1146,5152.296000000002,94,0.7719474476123137,94
843,381,151.6692913385832,13,0.4473207538898233,13
850,1861,28192.48461538463,211,0.33256971845649025,211
846,1488,512.7450199203195,26,0.4476925063878268,26
850,1651,9610.259842519692,132,0.5129763666797523,132
853,89,4187.67857142858,86,0.6320019951014791,86
854,537,313.269841269841,15,0.6173799279133749,15
854,804,-4555.992277992278,67,0.9020042643682414,67
855,1125,3565.4143426294904,65,0.604806718476038,65
855,2102,1355.292490118576,41,0.7626288601205364,41
856,1455,4027.4624505928805,68,0.6044141567524614,68
858,1346,3145.7637795275514,89,0.4860004165281381,89
855,6,-3152.6352941176483,10,0.8982441900076873,10
