Brightness
15.32438741
18.26364659
14.83894281
16.79085035
15.0151019
12.70069677
13.39420357
19.49223823
18.56325158
15.60800455
16.44230683
16.64971909
18.8292265
16.73069141
18.35658933
16.62034743
17.07455496
17.09652108
18.89173771
16.84920602
18.32565889
15.34045756
18.11843502
15.0702366
12.27139231
17.38102887
16.89385901
15.54722694
17.37291956
17.81226461
17.34471017
15.19576446
16.27405386
16.8376454
14.61422639
15.29908078
16.42883345
17.02241006
18.6345097
16.70148249
16.43959878
15.38148561
17.28178136
16.46088273
16.49989523
16.42311098
12.5005616
16.92512152
16.14925119
17.96365328
17.76569066
16.54157729
14.65059403
14.70501274
18.76861979
14.08971802
15.04199814
15.23074009
15.21056793
16.45843289
15.03797367
16.34062225
17.17819171
18.323271
17.39059455
18.63131246
16.18172217
17.71209298
15.98371076
17.58514955
15.29254244
16.08253209
12.68435039
16.13398437
17.75723439
15.9475962
10.55774692
15.44292027
17.82274045
13.04312799
16.71580216
12.85847756
17.64905229
17.99582382
18.57879217
14.27454846
15.79757646
18.05194743
17.60162992
18.5233404
15.15724849
15.36814826
16.85618585
16.24086508
18.5138518
18.59426265
16.51674505
13.48923214
18.35986933
17.02204869
17.38602705
18.61788004
16.00132409
18.73223077
15.06561446
19.04855262
16.48380926
18.8814383
18.135991
16.32587271
19.26587197
18.78894585
14.71761122
17.34079031
18.18446172
17.24392294
16.13904498
18.12608512
15.91713839
17.2093383
14.66090692
18.64604811
18.09788132
18.62874401
13.81890112
18.09752313
18.12460106
15.91961095
16.15508556
18.04489674
15.34752218
15.84989585
17.78588672
16.92989619
19.02166806
18.31462414
17.81799751
16.86750266
16.86440019
15.00016996
17.22091486
17.49248584
16.73988022
17.2014557
11.98834952
16.64101112
16.99491596
13.42257231
17.31695563
18.38019108
16.12794125
18.87586759
14.55594432
16.05601186
16.19411987
17.14084022
15.43429397
18.47816619
10.41471363
15.94251734
17.50501939
17.88253034
14.15400661
14.29527607
16.09683304
18.97641906
16.54980672
19.15169279
13.4165524
17.41597291
18.4257756
18.60566586
15.17659777
18.7945444
18.45598548
17.98463721
18.52474825
15.11271024
16.7140776
17.69578114
18.72723887
19.41261713
17.25538574
11.87949183
14.57223897
11.00231545
18.22653485
18.1852721
17.35601448
16.76953259
18.22832469
18.88146145
19.26388788
17.48081857
15.45559793
15.42040673
18.37970172
18.23582149
15.35346533
14.58588786
17.51067241
17.80279059
18.24576725
16.04256412
15.47175087
14.79855556
15.99311168
19.13162515
18.02154271
14.42838184
18.96104213
18.96891034
19.07366607
17.81849396
16.10677629
16.87484706
18.72347993
17.08193638
15.2686339
16.9712325
17.19558491
16.34683522
18.80801539
17.55737484
17.32426452
19.30128343
18.63079783
19.34687961
16.7827745
18.02969366
12.79464911
15.47739953
14.04288112
16.57665565
17.72795255
17.47818158
16.21715636
18.32391741
19.95585529
9.43800139
18.26370735
12.587768
19.03468329
18.55868076
18.59195681
16.97779018
18.87989484
17.98171161
18.91571373
19.1380957
18.76227411
17.9336744
18.4707773
18.45167424
19.08947119
18.36911043
19.35343307
17.66699632
19.73276481
19.71820988
15.07158013
15.05725845
16.0406266
14.27386491
12.49699724
18.27023154
16.94687933
14.623987
18.10489392
16.31805001
16.26218129
19.78421046
18.67683538
16.8662386
18.47102809
18.33223822
17.47078919
16.7759725
18.52233341
16.96667205
17.53337423
16.68428314
16.24229959
16.57702771
18.11473781
16.9159147
18.20197582
15.99990392
18.42479587
17.89759724
19.39377891
18.16950951
18.77126897
18.2063495
19.36287566
18.5349369
16.2074878
16.14794725
13.2425943
14.9416987
18.96658533
16.6896221
17.49005401
18.50889068
18.08584811
14.39131008
19.27329119
15.09304654
19.37052075
18.61355787
16.5831281
17.59434666
17.72858769
17.80254206
14.22376644
18.66181485
18.21569764
16.7792509
14.43423487
18.56075294
18.11672722
17.0452727
15.66014854
16.8875853
15.67430423
18.0664279
17.20701175
18.17175056
18.35721512
18.27064688
12.42560708
17.89820828
17.27560048
18.77123533
19.15106648
17.48310994
13.71584414
19.85424417
17.59431057
13.31936859
19.73454083
17.65652264
18.69377934
13.38924758
16.24915564
18.87091423
18.10618159
18.56803878
15.90282783
15.45655924
14.94341168
18.00639907
19.68844143
17.92784102
17.7543312
16.49456974
19.45198314
18.57294178
18.61128562
17.67079015
18.51640594
19.22796188
14.00518043
18.60296682
15.95165178
15.17540731
16.70907021
18.81963316
18.35193224
15.90050094
16.05893885
19.5757838
17.28708957
18.12641249
18.84153256
11.01614099
16.43837178
16.97440445
16.26395814
17.65761789
18.87841027
15.44605887
16.48626382
16.87991571
19.39271565
18.49729283
13.3663037
12.42476645
17.58717091
16.56634943
17.91865764
10.10344317
15.88321717
17.40252733
19.75086339
16.38698885
15.09929488
15.96095523
12.76723903
18.67639453
19.41631884
17.90659463
16.68636165
17.94428425
15.83717881
17.35554057
18.30224614
19.48314451
16.87787411
19.04223315
18.94190398
15.01543843
18.54598656
16.48341927
17.08747759
15.68272253
15.57486547
19.10178888
19.72588321
19.3816102
19.2687502
12.67564874
16.91804033
19.05610029
17.65250853
19.34176947
16.0579525
17.57200772
15.25376762
21.24493433
13.47556784
18.0831808
19.16066785
14.47434107
11.87899992
17.45848367
16.87690439
18.71993904
19.05644963
18.68437824
19.22883394
13.61459599
17.53094979
18.57365523
17.75463072
13.36642378
16.25260436
15.86245704
18.33489697
18.18446659
18.75445249
17.10063327
17.94271217
19.79751341
19.17727639
16.49407099
17.70832252
15.33790327
16.01999799
19.84775586
14.17466662
18.52524637
15.34316217
16.24506665
19.06020353
16.41972498
17.46991742
16.28742125
16.55568473
19.05341608
18.56431632
18.31577734
15.11274104
14.15399333
16.08632011
18.25708899
19.79882126
18.8918814
14.05676104
16.55768939
18.51744098
16.22675121
17.33182875
18.28200835
18.58582263
13.84510478
19.54849418
15.77133138
17.3124261
13.85102438
17.00400345
17.18174106
18.81941711
18.69488258
18.21366961
18.76118108
15.66610133
16.0456739
18.61342116
13.24545932
15.6922545
16.04907538
18.75687491
17.34785914
19.22159059
16.88012986
14.43118224
