Eccentricity
0.91814024
0.51325451
0.82536356
0.907125185
0.910572806
0.891305278
0.757937385
0.914404597
0.761942738
0.756676874
0.81256026
0.276756686
0.656257142
0.308495277
0.761622023
0.63647472
0.539421642
0.470950128
0.833748544
0.594237374
0.458249371
0.541379131
0.28178884
0.504721393
0.406776426
0.605608266
0.469965103
0.765173462
0.670673134
0.583326014
0.880520332
0.694178649
0.77519194
0.655800168
0.606131675
0.861644046
0.648095627
0.434139365
0.934374812
0.907899844
0.345940002
0.555447697
0.582041597
0.732836327
0.685755053
0.926337538
0.555501279
0.755082731
0.802412954
0.699482151
0.60048636
0.750668414
0.883093814
0.867022755
0.944036321
0.816067795
0.39424396
0.728063308
0.738060149
0.640463419
0.575612313
0.81125987
0.843555759
0.811120888
0.648991915
0.762417405
0.597048639
0.407779903
0.925033572
0.845839428
0.817333941
0.57318106
0.47666007
0.84875834
0.779522903
0.467822269
0.731656087
0.803051759
0.809217039
0.347859442
0.213944582
0.761975735
0.358339718
0.328732139
0.546304973
0.500832386
0.745784692
0.618308544
0.650841231
0.526591407
0.454892591
0.613700416
0.586731228
0.493991477
0.756673918
0.419367024
0.646292072
0.354139605
0.313545222
0.559805399
0.562519598
0.758637829
0.605748357
0.464207558
0.526405509
0.301092538
0.335524153
0.734290022
0.687687759
0.799060512
0.597145402
0.475474061
0.725818606
0.665960318
0.398678108
0.649092576
0.589707
0.676216574
0.660063727
0.507365755
0.64758869
0.296174439
0.591497987
0.692071854
0.789797987
0.931541102
0.823502752
0.966270644
0.651958534
0.636888265
0.897949729
0.773614407
0.852302577
0.687006226
0.643231094
0.612169369
0.817796484
0.766906585
0.944963803
0.793229226
0.710029635
0.662917508
0.63803333
0.539119499
0.716891342
0.388631838
0.712039756
0.747774309
0.838286575
0.621982391
0.356455312
0.664724415
0.499819978
0.478525515
0.306865877
0.731717697
0.765074351
0.763532227
0.722158205
0.89526788
0.867607868
0.584070251
0.654388425
0.716264456
0.790940394
0.497581986
0.857099089
0.660932182
0.800818813
0.564798175
0.634506313
0.697977061
0.804172176
0.581714207
0.625146641
0.813343195
0.747855254
0.658406271
0.510628419
0.462295312
0.914554103
0.715081962
0.752504531
0.571405052
0.871854551
0.656027103
0.724181711
0.508289151
0.563287251
0.752725559
0.613917105
0.448657072
0.819377521
0.846493449
0.429570458
0.677915022
0.640754111
0.875598988
0.541667634
0.705147293
0.825251737
0.767787003
0.261496765
0.758170698
0.592324749
0.504819299
0.792599059
0.656918296
0.476521574
0.655584982
0.673416165
0.584986618
0.758675835
0.794787935
0.887765314
0.571152637
0.360787033
0.783458092
0.661671099
0.729671133
0.512166562
0.547217903
0.864616807
0.666248724
0.572037212
0.857450966
0.274225299
0.505013085
0.506848796
0.534522484
0.916850828
0.612303829
0.533169233
0.867165802
0.742503438
0.707188171
0.79177753
0.596946244
0.69764942
0.518770892
0.509946551
0.818288687
0.596984808
0.49659833
0.863547449
0.625432604
0.934298065
0.55085454
0.689769881
0.707753764
0.826467344
0.851579113
0.836694181
0.541517577
0.584344107
0.635072409
0.544599676
0.675566501
0.71363502
0.486788995
0.923356142
0.674952242
0.85131883
0.60419473
0.521536192
0.816367145
0.591153762
0.349930233
0.537555462
0.515920077
0.341174723
0.692264423
0.529214482
0.537326586
0.742258654
0.365148372
0.289677394
0.674091027
0.715740184
0.74287117
0.416319459
0.797716333
0.742004409
0.588868789
0.415502684
0.843721857
0.241006855
0.708371432
0.612372436
0.840875908
0.745923829
0.933815435
0.529686726
0.861351543
0.85012924
0.514633914
0.591732789
0.625157904
0.769146299
0.536647347
0.714143183
0.440283664
0.650500075
0.583153264
0.463460859
0.557600192
0.490627891
0.772893012
0.914881138
0.816920735
0.752469299
0.612854422
0.809882713
0.545630414
0.728557051
0.62895992
0.571620012
0.746330733
0.668955766
0.637268118
0.716710664
0.719648498
0.830546835
0.568256747
0.543433899
0.762601263
0.746185975
0.724674276
0.882854226
0.813479615
0.680536782
0.634244363
0.572352408
0.661039715
0.684556554
0.555226446
0.795845928
0.45647738
0.635768938
0.813511315
0.745142718
0.423956486
0.576919509
0.645460726
0.872731291
0.827292111
0.765302334
0.281618889
0.477420582
0.811502857
0.423741309
0.782465029
0.713528562
0.305471078
0.425500735
0.898654934
0.337542397
0.802857401
0.515437866
0.698690944
0.794448659
0.679633639
0.351129564
0.722407657
0.629472844
0.742208758
0.549638499
0.599217785
0.817883855
0.547062735
0.713896196
0.580604953
0.339582398
0.834595685
0.650360074
0.712661532
0.532344603
0.841762983
0.677913864
0.763762616
0.495979156
0.77797948
0.356609174
0.665216235
0.661327279
0.501178824
0.881079374
0.498699772
0.708547425
0.320853264
0.505332564
0.695062084
0.699448741
0.856608555
0.799327879
0.887170704
0.638140188
0.872385328
0.778566062
0.628833772
0.580633507
0.600269053
0.583748115
0.642624571
0.77554092
0.710548446
0.807821861
0.828139607
0.891654956
0.909165965
0.741888237
0.485503425
0.490517599
0.577350269
0.888691582
0.434928174
0.486162432
0.682074714
0.702995345
0.66849566
0.594143382
0.491491268
0.552682097
0.443330349
0.587312834
0.686435342
0.608054384
0.684532816
0.721469931
0.525288751
0.625690845
0.66650016
0.496830305
0.54652383
0.863802842
0.716655582
0.823101978
0.539924845
0.860443177
0.63639225
0.47662585
0.789718194
0.526433018
0.847015207
0.649526011
0.770514555
0.668308296
0.734063871
0.223443921
0.86951935
0.903358187
0.242535625
0.278725729
0.713738924
0.568701245
0.788274006
0.712858707
0.498663587
0.448201396
0.407194613
0.722659138
0.608025895
0.733992798
0.798347402
0.61875319
0.608112815
0.763078099
0.703668847
0.807716793
0.741605469
0.941161089
0.660188465
0.792483232
0.760150081
0.772689558
0.834919731
0.797306584
0.566214354
0.573212446
0.616093738
