Galaxy,NetCounts,Brightness,Area,Coordinates,Eccentricity
1393,345.09448818897727,18.955154942891458,17.0,"(1347.4705882352941, 1674.1176470588234)",0.7679974044725549
1394,4559.434782608703,16.15272247996642,129.0,"(1352.8682170542636, 1740.3488372093022)",0.40343959386477496
1395,506.1811023622031,18.53923518178981,27.0,"(1349.5185185185185, 1805.1851851851852)",0.3404185568019447
1396,676.6932270916295,18.224020425687485,33.0,"(1352.5757575757575, 336.030303030303)",0.5071020203798048
1397,78323.91199999995,13.0652640730077,413.0,"(1361.0145278450364, 375.55690072639226)",0.43058527229414184
1398,965.7727272727243,17.837812657315883,19.0,"(1353.0526315789473, 453.0)",0.7386545182038354
1399,-4987.823529411762,nan,23.0,"(1352.4347826086957, 161.34782608695653)",0.9211975204546096
1400,585.3149606299194,18.381525937980467,21.0,"(1352.4761904761904, 1465.6190476190477)",0.7895889970336986
1401,1182.0279999999984,17.61843058930217,44.0,"(1354.7727272727273, 1526.0)",0.7172012256980729
1402,13899.961089494172,14.942466038688796,160.0,"(1359.775, 2071.60625)",0.5963859792958149
1403,1950.4285714285652,17.07467487447051,66.0,"(1357.2878787878788, 860.0909090909091)",0.697365305067818
1404,-6688.543999999998,nan,9.0,"(1359.2222222222222, 778.0)",0.914510483313302
1405,53921.99212598428,13.47058517836005,358.0,"(1368.4972067039107, 1449.8715083798882)",0.4328344146572177
1406,4085.8132295719843,16.271803724227215,11.0,"(1360.5454545454545, 533.7272727272727)",0.7805914330908924
1407,523.4516129032272,18.502808644181364,27.0,"(1364.0, 1880.4814814814815)",0.7426992772499621
1408,-10017.9765625,nan,12.0,"(1363.5, 2280.1666666666665)",0.9266309390334873
1409,-18524.24803149607,nan,63.0,"(1366.4761904761904, 549.6984126984127)",0.9038120003056427
1410,13992.953488372092,14.935226523576542,172.0,"(1370.2790697674418, 700.3081395348837)",0.5192629830762783
1411,100.92430278884422,20.290010605314396,9.0,"(1364.111111111111, 1940.2222222222222)",0.7934920476158722
1412,2824.808764940237,16.67252736973737,33.0,"(1367.7575757575758, 177.15151515151516)",0.4078243690056622
1413,-7495.166666666657,nan,85.0,"(1371.105882352941, 271.25882352941176)",0.790916052306392
1414,543.34375,18.46231331049407,27.0,"(1369.1851851851852, 1575.2962962962963)",0.5817685618279391
1415,-1861.8653846153848,nan,11.0,"(1371.090909090909, 2218.090909090909)",0.5182012229742309
1416,6532.780392156856,15.76225485233563,96.0,"(1375.34375, 34.385416666666664)",0.6487739683457062
1417,685.6640000000007,18.209721630171256,12.0,"(1374.5833333333333, 14.0)",0.6527719304084897
1418,-33273.196911196894,nan,76.0,"(1378.7894736842106, 2254.6447368421054)",0.8717452576337003
1419,433.05447470816944,18.708643673798438,26.0,"(1376.7692307692307, 1921.3076923076924)",0.6306238066906822
1420,-1786.90625,nan,8.0,"(1376.5, 2279.25)",0.8185346118482661
1421,3071.3386454183274,16.581680739152713,43.0,"(1379.3953488372092, 18.953488372093023)",0.47944402122955787
1422,1413.7952755905499,17.424033684831485,52.0,"(1380.2884615384614, 1366.173076923077)",0.5074497254044503
1423,-731951.1102362205,nan,1249.0,"(1405.590072057646, 372.82145716573257)",0.8974553447644259
1424,275.8372093023245,19.198367874183226,19.0,"(1379.1052631578948, 451.0)",0.7977910843979334
1425,-3177.63779527559,nan,16.0,"(1380.375, 346.375)",0.7512200188308011
1426,253.039370078739,19.29202975558086,21.0,"(1380.7619047619048, 1976.7619047619048)",0.45033539544069034
1427,6921.433070866158,15.699509940760532,159.0,"(1387.1572327044025, 1015.4716981132076)",0.7647488880166564
1428,2379.9055118110264,16.858600712940312,60.0,"(1382.5333333333333, 1739.65)",0.3903881193851534
1429,3152.464566929135,16.553374465276285,86.0,"(1386.3720930232557, 39.41860465116279)",0.3307757899339232
1430,354.89189189189347,18.924759806835542,20.0,"(1383.2, 1226.35)",0.6401028847529812
1431,10776.8984375,15.21876552488867,54.0,"(1386.3333333333333, 1286.648148148148)",0.6420982854037522
1432,-3216.181102362203,nan,17.0,"(1385.8235294117646, 412.4117647058824)",0.5640550761816944
1433,-2956.653543307086,nan,9.0,"(1385.0, 2095.3333333333335)",0.7211200002014748
1434,172.6108949416339,19.707329489343117,9.0,"(1387.6666666666667, 221.77777777777777)",0.5612111506528393
1435,3262.1039999999994,16.516255493044596,22.0,"(1388.0454545454545, 535.2727272727273)",0.6065347904255793
1436,862.3587786259523,17.96078002812974,32.0,"(1389.96875, 1600.96875)",0.7112291662231021
1437,1497.1354581673295,17.36184725920723,53.0,"(1392.0188679245282, 1672.301886792453)",0.4657041924502572
1438,-10092.897637795275,nan,10.0,"(1391.5, 862.8)",0.9221268246506834
1439,7437.342519685044,15.621455542589032,98.0,"(1396.8163265306123, 171.41836734693877)",0.5914276256502362
1440,3564.169960474319,16.420103986099555,89.0,"(1395.6179775280898, 425.85393258426967)",0.6216992157889829
1441,435.711538461539,18.702002347441866,15.0,"(1393.0666666666666, 655.0666666666667)",0.5946622473352393
1442,174.05426356589305,19.698288334849522,12.0,"(1392.1666666666667, 1894.0)",0.700140042014005
1443,-11165.944444444438,nan,16.0,"(1393.3125, 2292.0)",0.7168985771052305
1444,142.27559055118036,19.917174007664293,14.0,"(1393.642857142857, 1791.642857142857)",0.5829682942203307
1445,-38.90476190476329,nan,48.0,"(1394.875, 1814.25)",0.8573075377693631
1446,-3185.89453125,nan,17.0,"(1394.8235294117646, 1964.2941176470588)",0.5646020042453399
1447,4092.1254901960783,16.27012764141727,75.0,"(1399.24, 41.74666666666667)",0.4953267126844524
1448,860.3412698412649,17.963323109653835,28.0,"(1396.9642857142858, 672.2142857142857)",0.6979184892559254
1449,268.8818897637793,19.226096120515805,12.0,"(1395.6666666666667, 1208.0)",0.7260763534314171
1450,-6251.53125,nan,27.0,"(1398.7407407407406, 157.4814814814815)",0.7179255192482146
1451,2495.1904761904734,16.807240739729778,61.0,"(1401.7868852459017, 2109.1311475409834)",0.707735803595624
1452,3707.1185770751,16.37740880566673,13.0,"(1400.8461538461538, 2287.6153846153848)",0.6634597639738511
1453,-2100.383399209488,nan,22.0,"(1402.8636363636363, 2166.181818181818)",0.7525002553533198
1454,-1307.0557768924336,nan,37.0,"(1403.6756756756756, 284.94594594594594)",0.7311631378350552
1455,2612.847058823536,16.75721502663167,73.0,"(1404.6986301369864, 1183.835616438356)",0.7391258094500918
1456,-14749.32307692308,nan,16.0,"(1404.4375, 2207.5)",0.8377984181883645
1457,-9812.843137254902,nan,17.0,"(1404.6470588235295, 942.5882352941177)",0.9197211384685354
1458,-7570.25,nan,10.0,"(1405.7, 2239.2)",0.9434913128596223
1459,-2607.576000000001,nan,41.0,"(1408.0, 219.2439024390244)",0.5413662129525296
1460,395.225296442688,18.807888165310466,26.0,"(1407.8846153846155, 782.5769230769231)",0.6656435126102515
1461,-6675.4000000000015,nan,13.0,"(1406.6153846153845, 2234.6923076923076)",0.8750199002138732
1462,301.53543307086693,19.10165411774006,8.0,"(1408.375, 98.375)",0.20412414523193195
1463,646.6929133858284,18.273254745321605,28.0,"(1411.1785714285713, 1627.4642857142858)",0.4577512598241096
1464,-4618.84375,nan,38.0,"(1412.6842105263158, 109.34210526315789)",0.7695918793605818
1465,19467.898785425117,14.576702300853231,228.0,"(1418.982456140351, 1720.482456140351)",0.6391302878313523
1466,-1701.4666666666672,nan,20.0,"(1413.3, 2196.6)",0.6840899046022422
1467,196767.51778656128,12.065116482373043,503.0,"(1424.6441351888668, 1925.5248508946322)",0.4865088107232458
1468,3779.744186046504,16.35634398079576,45.0,"(1416.2222222222222, 2096.711111111111)",0.7914603522880472
1469,-6171.6875,nan,10.0,"(1415.4, 75.8)",0.9109931599811714
1470,193.7764705882346,19.581747396310043,13.0,"(1416.3076923076924, 1364.1538461538462)",0.6294635096463683
1471,948.2431372549036,17.8577007293618,40.0,"(1418.675, 1694.825)",0.5691984714164875
1472,101042.3622047244,12.788741273103188,527.0,"(1429.6546489563568, 1960.8576850094876)",0.36495792649305
1473,312.1746031746043,19.06400607917514,19.0,"(1420.3157894736842, 1190.1052631578948)",0.7475286879882062
1474,-19659.666666666686,nan,103.0,"(1422.3106796116506, 1550.8446601941748)",0.9032242631698262
1475,1662.7884615384537,17.247907494555115,60.0,"(1425.1, 202.08333333333334)",0.6579649174140091
1476,557.0194552529174,18.435324089438083,33.0,"(1423.2727272727273, 932.2424242424242)",0.3499713841377899
1477,857.5637065637056,17.966834018208967,41.0,"(1423.4634146341464, 1494.4634146341464)",0.7580992333422827
1478,2561.5490196078463,16.778743321856872,34.0,"(1424.0294117647059, 2304.764705882353)",0.5691105563909197
1479,-2943.88844621514,nan,24.0,"(1425.7083333333333, 501.875)",0.7755647989254261
1480,-3210.698039215684,nan,19.0,"(1425.578947368421, 1886.6315789473683)",0.7981364336067536
1481,1169.8559999999998,17.629668982929953,44.0,"(1427.7272727272727, 564.0909090909091)",0.5104918737356093
1482,8513.75,15.474697766773339,51.0,"(1427.2745098039215, 2289.3333333333335)",0.5233644368589301
1483,346.26459143968896,18.951479791401994,14.0,"(1426.7857142857142, 437.2857142857143)",0.869647182843817
1484,416.1568627450979,18.75185734780916,23.0,"(1427.8260869565217, 689.2608695652174)",0.7688451506697372
1485,504.34108527131684,18.54318912838354,10.0,"(1429.9, 1727.0)",0.7629361789882236
1486,-13532.027888446213,nan,9.0,"(1430.7777777777778, 1996.888888888889)",0.959892961894615
1487,3512.1050583657634,16.43608125356482,85.0,"(1434.2235294117647, 1895.4117647058824)",0.3364063214418591
1488,1665.9328063241119,17.24585629848628,63.0,"(1433.3333333333333, 2174.5555555555557)",0.4487919265939731
1489,404.01171875,18.78401509393978,27.0,"(1433.6666666666667, 860.2592592592592)",0.592855540482195
1490,2171.3359375,16.95818244906107,101.0,"(1440.3267326732673, 496.3168316831683)",0.7857240653806824
1491,-16858.370078740154,nan,16.0,"(1436.4375, 563.625)",0.8992356166236039
1492,3105.1904761904734,16.569779386285937,75.0,"(1438.0533333333333, 1071.6133333333332)",0.5492188736710566
1493,269.7704280155631,19.222514147534547,20.0,"(1437.6, 829.75)",0.6692746932682871
1494,151.79411764705947,19.846862644930752,10.0,"(1437.0, 627.0)",0.816496580927726
1495,699.479838709678,18.188061996937964,30.0,"(1439.0, 1594.2666666666667)",0.4971813017340286
1496,4799.28125,16.097059496421316,119.0,"(1443.1680672268908, 2099.0252100840335)",0.4385958968649144
1497,2944.6047430830076,16.627432481749384,92.0,"(1444.391304347826, 291.5652173913044)",0.6168478619960592
1498,5276.921259842522,15.994048465367797,142.0,"(1445.274647887324, 1244.4788732394366)",0.42486273810179304
1499,-3104.2538461538497,nan,14.0,"(1441.0714285714287, 1283.0)",0.825239174609839
1500,1036.85546875,17.760704443402876,39.0,"(1442.6666666666667, 1445.179487179487)",0.5907080979387737
1501,454.3449612403101,18.656535709953403,8.0,"(1440.125, 2261.875)",0.6123724356957945
1502,491.9599999999991,18.57017551790622,33.0,"(1442.7575757575758, 774.0909090909091)",0.47039243899001154
1503,353.046875,18.930419070791665,17.0,"(1445.7058823529412, 330.3529411764706)",0.47216235807329165
1504,1349.3725490196084,17.474670322917667,51.0,"(1445.8039215686274, 807.7450980392157)",0.7342521777392643
1505,1719.508064516136,17.21148945747546,62.0,"(1448.016129032258, 521.7096774193549)",0.6113428178813203
1506,746.3280000000013,18.117675661601623,14.0,"(1447.0, 1406.5714285714287)",0.7784484179504026
1507,873.9601593625484,17.946270912016324,32.0,"(1447.78125, 1935.90625)",0.5243555244334025
1508,45441.33333333334,13.65637233525328,234.0,"(1457.1153846153845, 66.54700854700855)",0.5803123374590804
1509,-9992.353846153845,nan,11.0,"(1448.090909090909, 423.90909090909093)",0.8357284508494809
1510,251.234375,19.29980234693651,12.0,"(1449.75, 319.5)",0.5459975741638351
1511,-2642.474308300396,nan,9.0,"(1449.4444444444443, 2204.6666666666665)",0.9031633361856085
1512,88.18897637795271,20.43646424571444,9.0,"(1450.6666666666667, 347.8888888888889)",0.6945875203623408
1513,-6403.14453125,nan,11.0,"(1450.2727272727273, 1082.3636363636363)",0.8821250065962405
1514,-5445.983999999997,nan,32.0,"(1452.0, 2253.59375)",0.6693701864789403
1515,1480.7490039840632,17.373796377030516,59.0,"(1455.4406779661017, 451.06779661016947)",0.5897064301826563
1516,2859.529880478087,16.659263402401642,9.0,"(1453.888888888889, 2293.777777777778)",0.8271049045234626
1517,-9161.2734375,nan,12.0,"(1454.6666666666667, 26.583333333333332)",0.8945248843863496
1518,1081.2167300380243,17.715218107333897,58.0,"(1457.5172413793102, 623.4827586206897)",0.6026877390592611
1519,-6411.297297297297,nan,8.0,"(1453.625, 2012.75)",0.934427056149659
1520,1387.057142857143,17.444764117114303,9.0,"(1454.6666666666667, 2298.0)",0.5
1521,591.743083003952,18.36966702479746,30.0,"(1457.0333333333333, 1233.2)",0.6677550050216418
1522,466.4126984126997,18.62807408529086,17.0,"(1457.8235294117646, 1507.8235294117646)",0.7746388406796663
1523,8091.956175298808,15.529866194905528,107.0,"(1461.018691588785, 1817.7383177570093)",0.26689949336610796
1524,1069.8031496062977,17.726740319583012,30.0,"(1458.6333333333334, 1382.3666666666666)",0.7040155074664467
1525,737.7322834645674,18.13025302805684,27.0,"(1458.6666666666667, 1955.3703703703704)",0.5406767083486252
1526,3278.4126984126924,16.510840941921714,76.0,"(1461.5, 1357.342105263158)",0.5042699735474372
1527,956.7209302325573,17.84803681212733,58.0,"(1461.603448275862, 285.7413793103448)",0.32157448996687465
1528,-2939.4173228346444,nan,17.0,"(1461.1764705882354, 607.0588235294117)",0.7504388345533874
1529,-9974.875,nan,57.0,"(1463.3157894736842, 2048.5789473684213)",0.8634723743120576
1530,-3308.008,nan,9.0,"(1462.4444444444443, 1109.0)",0.7350307664916406
1531,263.0965250965255,19.24971221978356,8.0,"(1462.625, 1841.75)",0.8124097554365945
1532,-3071.7674418604656,nan,15.0,"(1464.8666666666666, 483.1333333333333)",0.6919554283082572
1533,15280.59607843138,14.83964926025745,39.0,"(1465.5128205128206, 1321.3846153846155)",0.7153670332475808
1534,45040.4705882353,13.66599270143051,279.0,"(1474.663082437276, 779.6164874551971)",0.3036352792363228
1535,363.9765625,18.897316452310278,17.0,"(1470.1176470588234, 967.1176470588235)",0.5705217904229382
1536,700.1739130434798,18.186985185342486,30.0,"(1470.9, 1090.4333333333334)",0.6237410172065194
1537,-5965.886274509801,nan,59.0,"(1473.135593220339, 711.3220338983051)",0.5866013620622321
1538,645.9260700389132,18.274542966666758,31.0,"(1471.3225806451612, 1057.2903225806451)",0.5559841746338255
1539,1942.0078740157478,17.079372533862703,58.0,"(1472.0862068965516, 1884.448275862069)",0.6358342694069559
1540,888.9839357429737,17.927765217037958,32.0,"(1472.71875, 362.03125)",0.7308024734685549
1541,-3287.0,nan,31.0,"(1472.1290322580646, 2302.0)",0.860769147803969
1542,165.2823529411762,19.754433783031377,10.0,"(1474.1, 919.6)",0.6810724057524696
1543,305.0,19.089250401633038,22.0,"(1475.4545454545455, 1400.909090909091)",0.6934741146458836
1544,18905.37354085603,14.608536843078415,197.0,"(1482.6852791878173, 463.79695431472084)",0.5007082291715987
1545,5515.117647058825,15.946113047169405,86.0,"(1479.6627906976744, 1988.6046511627908)",0.6452057492858472
1546,369.7999999999993,18.880082732942117,11.0,"(1477.2727272727273, 347.90909090909093)",0.8006525873778298
1547,194.25196850393695,19.579086428665555,8.0,"(1478.5, 835.625)",0.6353272369503311
1548,557.4960629921261,18.4343954880844,31.0,"(1480.7096774193549, 594.8387096774194)",0.7692322550178801
1549,2193.2490272373543,16.94728013647547,74.0,"(1482.7162162162163, 887.6351351351351)",0.6736364773320016
1550,186.55769230769147,19.62296709762316,11.0,"(1479.909090909091, 1234.909090909091)",0.7695600743681448
1551,-2925.354581673306,nan,13.0,"(1480.923076923077, 1979.6923076923076)",0.8456501662540984
1552,1620.34375,17.275982104242953,50.0,"(1486.86, 526.9)",0.5956504892587587
1553,3765.811023622038,16.360353693975085,85.0,"(1488.8470588235293, 1086.6)",0.6540898565159599
1554,-6457.964143426296,nan,12.0,"(1486.0833333333333, 924.3333333333334)",0.8497252126318866
1555,2349.992063492071,16.87233401111579,68.0,"(1489.3382352941176, 2024.1029411764705)",0.7011130500633409
1556,4956.335999999999,16.062098149000832,21.0,"(1487.0, 2266.5714285714284)",0.7721538265662009
1557,-12309.6875,nan,10.0,"(1489.8, 2184.7)",0.9246066505246929
1558,3361.9664429530094,16.483516564327232,124.0,"(1500.0967741935483, 2306.1129032258063)",0.9270337188152048
1559,696.2047244094501,18.19315758485429,27.0,"(1493.4074074074074, 885.8148148148148)",0.5645033167345919
1560,-13096.954545454544,nan,28.0,"(1493.9642857142858, 617.9642857142857)",0.8719914868561085
1561,-3196.7209302325573,nan,10.0,"(1494.1, 913.9)",0.8471405189362209
1562,-136310.53488372092,nan,147.0,"(1501.1156462585034, 2231.986394557823)",0.9236273867998346
1563,363406.30434782605,11.399018857128823,728.0,"(1508.1126373626373, 103.18818681318682)",0.5248842325462134
1564,5473.787644787633,15.954280137558545,93.0,"(1497.6559139784947, 786.8064516129032)",0.5749861181781712
1565,29628.118110236188,14.120739831837797,277.0,"(1504.4296028880867, 688.1913357400722)",0.485818866334294
1566,1013.4354066985652,17.78550981675736,22.0,"(1496.2727272727273, 2298.181818181818)",0.45285023005368313
1567,-3055.75,nan,15.0,"(1496.0, 674.0666666666667)",0.9174362006392025
1568,15964.60629921261,14.79210446766066,164.0,"(1504.6524390243903, 910.9939024390244)",0.2785379713153731
1569,-6598.894117647062,nan,14.0,"(1498.9285714285713, 1966.357142857143)",0.7736801802161614
1570,612.6062992125953,18.332046354527154,29.0,"(1500.5172413793102, 330.82758620689657)",0.6173823752809026
1571,-28553.07086614173,nan,73.0,"(1504.3972602739725, 1872.6438356164383)",0.8807649307691237
1572,-9048.539370078739,nan,41.0,"(1506.1707317073171, 2039.9268292682927)",0.7364823920287181
1573,1188783.875,10.112242736091186,1206.0,"(1523.766169154229, 837.4825870646766)",0.34909367266171776
1574,7409.047999999981,15.625593979008478,151.0,"(1512.0794701986756, 72.27814569536424)",0.8227098296021108
1575,-3191.2637795275587,nan,14.0,"(1509.0, 657.3571428571429)",0.7694363841442753
1576,-2907.482352941177,nan,13.0,"(1509.3076923076924, 804.8461538461538)",0.8115373433045069
1577,-11990.60629921261,nan,187.0,"(1513.3475935828876, 1613.4652406417113)",0.8819856270666868
1578,483.1653543307111,18.589760536559396,29.0,"(1511.3793103448277, 1991.4137931034484)",0.3724890158501514
1579,-14904.15564202334,nan,87.0,"(1516.0804597701149, 1254.1149425287356)",0.8637226888512672
1580,344297.632,11.457664910656774,607.0,"(1523.0461285008237, 1801.5518945634267)",0.3139567998436175
1581,11076.74297188755,15.188969804181172,67.0,"(1514.4776119402984, 2263.044776119403)",0.4592236009987803
1582,5587.411764705888,15.931973305244611,123.0,"(1516.1463414634147, 1690.1544715447155)",0.4514052441368561
1583,2774.1440000000002,16.69217749840355,75.0,"(1516.0, 1970.76)",0.7223229942989757
1584,11742.047244094487,15.125640441430495,142.0,"(1518.6338028169014, 52.640845070422536)",0.5128145067304403
1585,2377.5,16.85969868597637,60.0,"(1519.4333333333334, 714.8833333333333)",0.636398287535603
1586,850.9880952380918,17.97519128841535,40.0,"(1517.825, 548.175)",0.8254074563720696
1587,500.88636363636397,18.55065197896195,23.0,"(1518.0434782608695, 332.95652173913044)",0.5837474492852208
1588,2517.5984251968475,16.797533854384426,36.0,"(1519.138888888889, 2158.5)",0.7127280083817136
1589,3840.984375,16.338893648817784,86.0,"(1522.3139534883721, 1382.3255813953488)",0.4167017636276346
1590,384.95275590550955,18.836481417193262,17.0,"(1519.9411764705883, 942.1764705882352)",0.628875260534883
1591,-2940.25,nan,18.0,"(1521.2777777777778, 1132.0555555555557)",0.752321968770671
1592,7346.552941176458,15.63479096854187,217.0,"(1527.4009216589861, 1226.5806451612902)",0.6804459770903969
1593,-7294.496062992126,nan,8.0,"(1520.5, 2278.875)",0.9064839725997044
1594,15097.108527131786,14.852765557422268,215.0,"(1528.260465116279, 356.3860465116279)",0.6967391830262748
1595,5604.403162055343,15.928676576417985,91.0,"(1525.5494505494505, 433.14285714285717)",0.48586648956158385
1596,-3156.333333333334,nan,8.0,"(1524.0, 167.125)",0.7621169766072688
1597,-63562.89019607846,nan,169.0,"(1532.3905325443786, 273.46153846153845)",0.8567943587173503
1598,170.38461538461524,19.721424054369372,16.0,"(1525.5, 625.4375)",0.7985169178000058
1599,-3040.850980392155,nan,26.0,"(1526.8461538461538, 330.6923076923077)",0.7079122615491488
1600,385.28346456692816,18.835549073635665,19.0,"(1525.7894736842106, 1276.2105263157894)",0.6576671031519083
1601,-3216.90625,nan,11.0,"(1526.7272727272727, 1011.1818181818181)",0.8494819625726422
1602,-1336.1811023622067,nan,35.0,"(1530.2857142857142, 129.14285714285714)",0.6576318805839222
1603,65749.94444444444,13.255261524490244,297.0,"(1537.037037037037, 1947.3400673400674)",0.37265704601456484
1604,3636.613545816741,16.398257119810765,78.0,"(1531.0128205128206, 2090.3076923076924)",0.6098160531017802
1605,-136.4803149606305,nan,24.0,"(1529.6666666666667, 2241.0)",0.3042903097250924
1606,86.30081300812981,20.459962782343453,8.0,"(1531.0, 307.5)",0.5773502691896258
1607,3078.657587548645,16.579096528072952,52.0,"(1534.8846153846155, 2164.903846153846)",0.5714185950674451
1608,22502.94861660077,14.41940142871967,236.0,"(1542.5805084745762, 1030.8813559322034)",0.5511307320772263
1609,1137.1930501930547,17.660414507768863,43.0,"(1538.093023255814, 1083.9767441860465)",0.6318651244524902
1610,1237.0862745098057,17.569000028944625,52.0,"(1538.8461538461538, 1969.3461538461538)",0.5366449302243099
1611,-25350.944223107566,nan,60.0,"(1538.8, 2026.9166666666667)",0.699874417755251
1612,-15064.378486055779,nan,33.0,"(1539.939393939394, 2260.5454545454545)",0.8386975159169839
1613,895.1953125,17.920205501411267,44.0,"(1539.1818181818182, 531.7045454545455)",0.8492845466160389
1614,-3030.87159533074,nan,13.0,"(1538.7692307692307, 862.6923076923077)",0.5982584257187981
1615,-13480.840000000004,nan,25.0,"(1543.0, 557.24)",0.3822991002735844
1616,542.325581395351,18.46434977373152,29.0,"(1542.2758620689656, 801.5862068965517)",0.478898200700916
1617,10293.84251968503,15.268556200219226,119.0,"(1544.2773109243697, 1495.4789915966387)",0.5036183405148864
1618,20019.395256916992,14.546372614413318,106.0,"(1545.1132075471698, 2249.2830188679245)",0.6701272796567733
1619,-183592.27058823523,nan,406.0,"(1550.3990147783252, 663.5467980295566)",0.895501369205872
1620,1348.7176470588165,17.475197400021614,80.0,"(1547.1, 1961.175)",0.5701462146459143
1621,1123.5577689243019,17.673511482388818,10.0,"(1544.1, 2290.8)",0.7885448418247595
1622,733.9055118110264,18.135899626574183,11.0,"(1544.4545454545455, 32.81818181818182)",0.7184910074136734
1623,358647.22400000005,11.413331315850446,699.0,"(1558.0872675250357, 871.3376251788269)",0.30765062345546984
1624,26436.4453125,14.244492353010543,199.0,"(1550.5075376884422, 1266.7738693467336)",0.31510990884567897
1625,-3181.9922480620153,nan,10.0,"(1546.7, 2029.7)",0.6853444168423419
1626,-6697.600790513836,nan,8.0,"(1546.875, 1130.375)",0.8921125176553566
1627,-336.84799999999814,nan,110.0,"(1553.0545454545454, 241.4090909090909)",0.641025495256203
1628,486.65217391304395,18.581953330642754,20.0,"(1550.6, 1218.15)",0.8098379338028171
1629,1961.6047430830076,17.068471242633642,63.0,"(1553.888888888889, 389.6984126984127)",0.7205739054784677
1630,457.3333333333321,18.649417858372328,17.0,"(1552.9411764705883, 1357.235294117647)",0.5833425840291879
1631,13632.151999999995,14.963588950297382,58.0,"(1556.2586206896551, 2273.9310344827586)",0.6450737339767989
1632,1105.0748031496041,17.691520808350887,49.0,"(1556.408163265306, 800.3469387755102)",0.5291340578391861
1633,114.90196078431472,20.149181400199605,21.0,"(1555.857142857143, 643.5238095238095)",0.6192117390237087
1634,19015.92913385824,14.602206124375499,234.0,"(1564.042735042735, 1003.8290598290598)",0.6627106877550548
1635,-26167.76000000001,nan,126.0,"(1561.2460317460318, 18.96031746031746)",0.8277742893481144
1636,-6691.42687747036,nan,26.0,"(1557.5384615384614, 2233.076923076923)",0.7489336667245899
1637,392.34883720930156,18.815819075391005,10.0,"(1557.3, 2032.3)",0.6550341356862232
1638,-19474.086614173226,nan,26.0,"(1559.6538461538462, 535.5769230769231)",0.9370622064007731
1639,-3135.476190476191,nan,18.0,"(1561.2777777777778, 624.0555555555555)",0.6699392141242495
1640,444.02400000000125,18.681483887856064,22.0,"(1562.0454545454545, 519.5909090909091)",0.7489698831196372
1641,387.09375,18.830459601813853,9.0,"(1562.3333333333333, 2179.6666666666665)",0.816496580927726
1642,1904.7199999999975,17.10042214497415,22.0,"(1563.5, 2273.3636363636365)",0.5755758823674909
1643,-9466.535433070865,nan,45.0,"(1567.088888888889, 934.4666666666667)",0.812241932394473
1644,2728.358267716525,16.710246504873776,102.0,"(1568.1568627450981, 1197.4705882352941)",0.4975122093563273
1645,266.86956521739194,19.23425237980447,13.0,"(1565.4615384615386, 1996.076923076923)",0.827571920061059
1646,2324.604651162779,16.884127243943723,91.0,"(1570.2637362637363, 1064.7142857142858)",0.6554282816924331
1647,70282.52692307695,13.1828815809107,298.0,"(1575.9295302013422, 1867.9093959731545)",0.44048751425143096
1648,740.0,18.12692070067256,45.0,"(1570.9333333333334, 1941.5777777777778)",0.2829255247441354
1649,-5744.669291338578,nan,28.0,"(1571.2142857142858, 2287.8214285714284)",0.8491321840928586
1650,927.2578125,17.881998747219072,25.0,"(1572.32, 2109.72)",0.6437689126454933
1651,271.30739299611014,19.216345929402962,13.0,"(1573.7692307692307, 1585.6923076923076)",0.7292364104988729
1652,378.73122529644024,18.854172217691115,24.0,"(1575.875, 1113.375)",0.7162781527890032
1653,-4345.786561264817,nan,72.0,"(1576.861111111111, 1520.4583333333333)",0.8313958951070926
1654,6149.651162790717,15.827873796891474,137.0,"(1580.2992700729926, 1811.7299270072992)",0.766142577862031
1655,3315.6666666666642,16.498572841944842,44.0,"(1577.4318181818182, 2223.1136363636365)",0.5252091714813977
1656,3085.33203125,16.576745230146273,91.0,"(1579.7252747252746, 1358.6593406593406)",0.594726804082898
1657,6821.015384615399,15.715377427320774,159.0,"(1580.9182389937107, 1712.006289308176)",0.2823992999405402
1658,262.56640625,19.251902099972167,20.0,"(1577.8, 450.7)",0.38492688692864513
1659,1700.9692307692312,17.223258855927423,56.0,"(1579.5535714285713, 1773.517857142857)",0.6076500620087398
1660,163988.22924901196,12.26296830908291,895.0,"(1596.617877094972, 1193.0782122905027)",0.7896960600749422
1661,9643.225190839701,15.339444228435745,130.0,"(1583.0692307692307, 546.0230769230769)",0.6411878705528828
1662,-6732.911764705881,nan,9.0,"(1579.0, 1441.0)",0.7861513777574233
1663,682.4000000000015,18.214902454601333,22.0,"(1581.4545454545455, 100.0)",0.40038162974977587
1664,9128.774703557312,15.398968777740096,177.0,"(1585.7288135593221, 679.1468926553672)",0.5482535993197442
1665,-2396.9370078740176,nan,11.0,"(1582.5454545454545, 569.1818181818181)",0.8068830472891559
1666,646.8488372093016,18.272992995531048,24.0,"(1585.0, 1071.875)",0.5170212392173767
1667,-9430.571428571431,nan,12.0,"(1584.8333333333333, 2302.1666666666665)",0.9513759247109742
1668,-4050.8588235294155,nan,91.0,"(1591.3186813186812, 2106.6483516483518)",0.7508835598199024
1669,13786.341991341993,14.95137738091996,67.0,"(1588.8507462686566, 2296.6417910447763)",0.6506467465043051
1670,5314.524904214559,15.9863388836844,79.0,"(1588.987341772152, 1333.0759493670887)",0.7246867730778408
1671,135.25984251968475,19.972077806376788,8.0,"(1587.625, 1387.375)",0.20412414523193195
